"","City","Date","AQI"
"138","Delhi",2017 W33,60.8571428571429
"139","Delhi",2017 W34,70.8571428571429
"140","Delhi",2017 W35,91.7142857142857
"141","Delhi",2017 W36,96.1428571428571
"142","Delhi",2017 W37,123.857142857143
"143","Delhi",2017 W38,106.857142857143
"144","Delhi",2017 W39,145.142857142857
"145","Delhi",2017 W40,168.285714285714
"146","Delhi",2017 W41,260.285714285714
"147","Delhi",2017 W42,358.285714285714
"148","Delhi",2017 W43,352
"149","Delhi",2017 W44,340
"150","Delhi",2017 W45,563.142857142857
"151","Delhi",2017 W46,382.285714285714
"152","Delhi",2017 W47,345.857142857143
"153","Delhi",2017 W48,372.285714285714
"154","Delhi",2017 W49,326.428571428571
"155","Delhi",2017 W50,277.142857142857
"156","Delhi",2017 W51,327.285714285714
"157","Delhi",2017 W52,402.571428571429
"158","Delhi",2018 W01,412.142857142857
"159","Delhi",2018 W02,344.571428571429
"160","Delhi",2018 W03,357.571428571429
"161","Delhi",2018 W04,305.571428571429
"162","Delhi",2018 W05,296.428571428571
"163","Delhi",2018 W06,337.285714285714
"164","Delhi",2018 W07,231.714285714286
"165","Delhi",2018 W08,333
"166","Delhi",2018 W09,236.142857142857
"167","Delhi",2018 W10,215.142857142857
"168","Delhi",2018 W11,248.857142857143
"169","Delhi",2018 W12,212.142857142857
"170","Delhi",2018 W13,242.857142857143
"171","Delhi",2018 W14,230.285714285714
"172","Delhi",2018 W15,189.428571428571
"173","Delhi",2018 W16,291
"174","Delhi",2018 W17,279
"175","Delhi",2018 W18,188.857142857143
"176","Delhi",2018 W19,255.428571428571
"177","Delhi",2018 W20,219.428571428571
"178","Delhi",2018 W21,256.571428571429
"179","Delhi",2018 W22,229.571428571429
"180","Delhi",2018 W23,161.142857142857
"181","Delhi",2018 W24,422
"182","Delhi",2018 W25,198.857142857143
"183","Delhi",2018 W26,118
"184","Delhi",2018 W27,138.428571428571
"185","Delhi",2018 W28,120.857142857143
"186","Delhi",2018 W29,101.571428571429
"187","Delhi",2018 W30,85.7142857142857
"188","Delhi",2018 W31,186.285714285714
"189","Delhi",2018 W32,115.428571428571
"190","Delhi",2018 W33,108.571428571429
"191","Delhi",2018 W34,99.1428571428571
"192","Delhi",2018 W35,103.285714285714
"193","Delhi",2018 W36,108.571428571429
"194","Delhi",2018 W37,107.142857142857
"195","Delhi",2018 W38,131.285714285714
"196","Delhi",2018 W39,140.142857142857
"197","Delhi",2018 W40,199.142857142857
"198","Delhi",2018 W41,238.285714285714
"199","Delhi",2018 W42,313.285714285714
"200","Delhi",2018 W43,353.285714285714
"201","Delhi",2018 W44,384.285714285714
"202","Delhi",2018 W45,425
"203","Delhi",2018 W46,346.714285714286
"204","Delhi",2018 W47,334
"205","Delhi",2018 W48,360.142857142857
"206","Delhi",2018 W49,377.142857142857
"207","Delhi",2018 W50,345.571428571429
"208","Delhi",2018 W51,421.142857142857
"209","Delhi",2018 W52,461.714285714286
"210","Delhi",2019 W01,466.428571428571
"211","Delhi",2019 W02,379.428571428571
"212","Delhi",2019 W03,399.142857142857
"213","Delhi",2019 W04,256.428571428571
"214","Delhi",2019 W05,332.428571428571
"215","Delhi",2019 W06,270.571428571429
"216","Delhi",2019 W07,317.285714285714
"217","Delhi",2019 W08,207
"218","Delhi",2019 W09,185.142857142857
"219","Delhi",2019 W10,196.857142857143
"220","Delhi",2019 W11,187.428571428571
"221","Delhi",2019 W12,194.857142857143
"222","Delhi",2019 W13,206.142857142857
"223","Delhi",2019 W14,240.428571428571
"224","Delhi",2019 W15,215.714285714286
"225","Delhi",2019 W16,164.285714285714
